"species","code","longitude","latitude","source","locality.eflora","plot.lucas","elevation","Forest","Non.Forest","Alpine","coord_prec"
"Veronica hulkeana","CHR 622966",174.049,-41.8811,"gbif",NA,NA,59.51122665,0,1,0,4
"Veronica hulkeana","WELT.SP099008",174.0555179,-41.88180941,"eflora","Ure [/Waima] River.",NA,59.21402359,0,1,0,8
"Veronica hulkeana","WELT.SP013129",174.0832413,-41.88245506,"eflora","Ure Canyon",NA,121.0704193,0,1,0,8
"Veronica hulkeana","CHR470407A",174.0724,-41.88298,"eflora","Marlborough, Ure River.",NA,67.52503204,0,1,0,5
"Veronica hulkeana","CHR470407B",174.0724,-41.88298,"eflora","Marlborough, Ure River.",NA,67.52503204,0,1,0,5
"Veronica hulkeana","CHR 470407 B",174.072,-41.883,"gbif",NA,NA,70.42646027,0,1,0,3
"Veronica hulkeana","CHR 470407 A",174.072,-41.883,"gbif",NA,NA,70.42646027,0,1,0,3
"Veronica hulkeana","WELT.SP011530",173.65,-41.88333333,"eflora","Inland Kaikoura Range, Hodder River",NA,488.4110718,0,1,0,8
"Veronica hulkeana","WELT.SP013144",174,-41.88333333,"eflora","Waima (Ure) Valley [?]",NA,364.1918335,0,1,0,8
"Veronica hulkeana","WELT.SP079769",173.9666667,-41.88333333,"eflora","Waima (Ure) River, 10 miles from rivermouth",NA,200,0,1,0,8
"Veronica hulkeana","WELT.SP079770",174,-41.88333333,"eflora","Waima (Ure) Valley",NA,364.1918335,0,1,0,8
"Veronica hulkeana","AK286231",173.9833019,-41.88694395,"eflora","New Zealand, South Island, Inland Marlborough Ecological Region, Medway Ecological District, Isolation Creek, Sawcut Gorge",NA,192.0982819,0,1,0,8
"Veronica hulkeana","WELT.SP099009",174.0700634,-41.88707912,"eflora","Marlbr. [Marlborough], Ure [Waima] River valley.",NA,89.2155838,0,1,0,8
"Veronica hulkeana","WELT.SP099010",174.0700634,-41.88707912,"eflora","Marlborough, Ure [Waima] River valley.",NA,89.2155838,0,1,0,8
"Veronica hulkeana","CHR 56572",173.235,-41.888,"gbif",NA,NA,1395.538574,0,1,0,3
"Veronica hulkeana","WELT.SP013140",173.5833544,-41.89863299,"eflora","Awatere Valley, ""R. James""",NA,486.5777893,0,1,0,8
"Veronica hulkeana","WELT.SP083229",173.9328663,-41.89906429,"eflora","Waima (Ure) River.",NA,696.2548828,0,1,0,8
"Veronica hulkeana","CHR175126",174.1149,-41.89927,"eflora","Waima (Ure) River, near mouth of gorge just upstream of Blue Mountain homestead, on true left bank",NA,17.85385323,0,1,0,5
"Veronica hulkeana","CHR 175126",174.115,-41.8993,"gbif",NA,NA,17.14151764,0,1,0,4
"Veronica hulkeana","WELT.SP011501",173.6666667,-41.9,"eflora","Inland Kaikoura Range, Shin River",NA,587.9179077,0,1,0,7
"Veronica hulkeana","CHR356374A",174.1117,-41.90268,"eflora","ex lower Ure [Waimaure] Gorge , Marlb. ",NA,13.33116436,0,1,0,5
"Veronica hulkeana","CHR356374B",174.1117,-41.90268,"eflora","ex lower Ure [Waimaure] Gorge, Marlb. ",NA,13.33116436,0,1,0,5
"Veronica hulkeana","CHR 356374 B",174.112,-41.9027,"gbif",NA,NA,12.70053577,0,1,0,4
"Veronica hulkeana","CHR 356374 A",174.112,-41.9027,"gbif",NA,NA,12.70053577,0,1,0,4
"Veronica hulkeana","CHR 249174",174.007,-41.9091,"gbif",NA,NA,884.1924438,0,1,0,4
"Veronica hulkeana","CHR249174",174.0073,-41.90912,"eflora","Mount Benmore, North of Kekerengu, ",NA,897.6652832,0,1,0,5
"Veronica hulkeana","WELT.SP098653",174.007915,-41.92004891,"eflora","Marlborough, Mt. Ben More.",NA,1143.149292,0,1,0,8
"Veronica hulkeana","CHR335350",173.518,-41.92385,"eflora","on rocky river cliffs at Upcot Awatere Valley, Marlbro",NA,967.7385864,0,1,0,5
"Veronica hulkeana","CHR 335350",173.518,-41.9239,"gbif",NA,NA,953.9390869,0,1,0,4
"Veronica hulkeana","CHR275206",173.9224,-41.92796,"eflora","Head of Brian Boru Stream, Whernside Ridge",NA,720.4330444,0,1,0,5
"Veronica hulkeana","CHR 275206",173.922,-41.928,"gbif",NA,NA,709.0172729,0,1,0,3
"Veronica hulkeana","CHR462575",174.0744,-41.93026,"eflora","Kaikoura coast, Woodside Gorge",NA,63.59634399,0,1,0,5
"Veronica hulkeana","CHR 462575",174.074,-41.9303,"gbif",NA,NA,57.79275894,0,1,0,4
"Veronica hulkeana","WELT.SP088376",174.0684089,-41.93301565,"eflora","S of Ward, Woodside Creek.",NA,62.48334885,0,1,0,8
"Veronica hulkeana","WELT.SP006553",174.0666667,-41.93333333,"eflora","Woodside Creek gorge",NA,91.17667389,0,1,0,8
"Veronica hulkeana","CHR142727",174.0315,-41.96306,"eflora","Woodside Creek, Marlborough",NA,130.930603,0,1,0,5
"Veronica hulkeana","CHR 142727",174.032,-41.9631,"gbif",NA,NA,130.930603,0,1,0,4
"Veronica hulkeana","CHR912",173.9109,-41.96407,"eflora","Boundary Creek",NA,713.0858154,0,1,0,5
"Veronica hulkeana","CHR986",173.9109,-41.96407,"eflora","Boundary Creek",NA,713.0858154,0,1,0,5
"Veronica hulkeana","CHR 986",173.911,-41.9641,"gbif",NA,NA,713.0858154,0,1,0,4
"Veronica hulkeana","CHR 912",173.911,-41.9641,"gbif",NA,NA,713.0858154,0,1,0,4
"Veronica hulkeana","CHR245238",173.9875,-41.96717,"eflora","Kekerengu Valley",NA,163.0838623,0,1,0,5
"Veronica hulkeana","CHR 245238",173.988,-41.9672,"gbif",NA,NA,152.8757019,0,1,0,4
"Veronica hulkeana","CHR270814",173.9956,-41.98138,"eflora","Kekerangu River",NA,69.38045502,0,1,0,5
"Veronica hulkeana","CHR 270814",173.996,-41.9814,"gbif",NA,NA,59.77036285,0,1,0,4
"Veronica hulkeana","CHR470054",173.7677,-42.10015,"eflora","Marlborough, George Stream, Clarence Valley.",NA,897.59198,0,1,0,5
"Veronica hulkeana","CHR 470054",173.768,-42.1002,"gbif",NA,NA,898.6448975,0,1,0,4
"Veronica hulkeana","WELT.SP101323",173.7701754,-42.10373918,"eflora","Clarence Valley, George Stream, South bank of south branch, just above the forks.",NA,651.4798584,0,1,0,8
"Veronica hulkeana","WELT.SP101447",173.8794812,-42.13988164,"eflora","Clarence Valley, north side.",NA,75.69433594,0,1,0,8
"Veronica hulkeana",NA,173.7806,-42.1793,"gbif",NA,NA,544.8546753,0,1,0,4
"Veronica hulkeana","AK248156",173.8708356,-42.21647556,"eflora","New Zealand, South Island, Kaikoura Ecological Region, Aniseed Ecological District, Kaikoura Coast, Waipapa Bay",NA,6.159759998,0,1,0,8
"Veronica hulkeana",NA,173.7644,-42.2233,"gbif",NA,NA,529.0363159,0,1,0,4
"Veronica hulkeana","CHR388103",173.7693,-42.2352,"eflora","Blue Duck Reserve",NA,444.6413574,0,1,0,4
"Veronica hulkeana","CHR 388103",173.769,-42.2352,"gbif",NA,NA,420,0,1,0,4
"Veronica hulkeana","5084825",173.3157,-42.2412,"lucas",NA,"BS114",800,0,1,0,4
"Veronica hulkeana","WELT.SP099018",173.7519,-42.2425,"gbif",NA,NA,294.979248,0,1,0,4
"Veronica hulkeana",NA,173.6631,-42.2713,"gbif",NA,NA,496.2550659,0,1,0,4
"Veronica hulkeana",NA,173.6454,-42.2725,"gbif",NA,NA,620.4387817,0,1,0,4
"Veronica hulkeana","1007409",173.739917,-42.272657,"gbif",NA,NA,177.4026794,0,1,0,6
"Veronica hulkeana",NA,173.6057,-42.279,"gbif",NA,NA,1170.119385,0,1,0,4
"Veronica hulkeana",NA,173.6082,-42.2872,"gbif",NA,NA,860,0,1,0,4
"Veronica hulkeana",NA,173.6072,-42.2896,"gbif",NA,NA,811.2653198,0,1,0,4
"Veronica hulkeana",NA,173.5842,-42.2983,"gbif",NA,NA,613.842041,0,1,0,4
"Veronica hulkeana",NA,173.6455,-42.3095,"gbif",NA,NA,520,0,1,0,4
"Veronica hulkeana","WELT.SP013135",173.6162172,-42.31532857,"eflora","Mt Fyffe",NA,1328.354858,0,1,0,8
"Veronica hulkeana","CHR 205596",173.613,-42.3171,"gbif",NA,NA,1242.484619,0,1,0,4
"Veronica hulkeana","CHR205596",173.6126,-42.31715,"eflora","South ridge of Mount Fyffe, about 850 metres in Leptospermum scrub near ridgecrest",NA,1229.559326,0,1,0,5
"Veronica hulkeana","10111191",173.576131,-42.334898,"gbif",NA,NA,740.4202271,0,1,0,6
"Veronica hulkeana",NA,173.5489,-42.3384,"gbif",NA,NA,299.3432007,0,1,0,4
"Veronica hulkeana",NA,173.4339,-42.3503,"gbif",NA,NA,520,0,1,0,4
"Veronica hulkeana","AK273072",173.55,-42.41666667,"eflora","New Zealand, South Island, State Highway 1, just south of Puketa, near Kaikoura, cliffs adjacent to road and railway line",NA,60,0,1,0,8
"Veronica hulkeana","CHR 470171",173.586,-42.4406,"gbif",NA,NA,30.25668907,0,1,0,4
"Veronica hulkeana","CHR470171",173.5858,-42.44062,"eflora","Marlborough, 1 km south of Kahautara River, main road, south en d of first rail tunnel.",NA,30.25668907,0,1,0,5
"Veronica hulkeana","WELT.SP101450",173.5858221,-42.44152479,"eflora","Marlborough, 1km south of Kahutara River, Kaikoura coast.",NA,27.40121078,0,1,0,8
"Veronica hulkeana",NA,173.5789,-42.4424,"gbif",NA,NA,227.4907837,0,1,0,4
"Veronica hulkeana",NA,173.2456,-42.4439,"gbif",NA,NA,447.7510071,0,1,0,4
"Veronica hulkeana","AK165215",173.4863393,-42.46628578,"eflora","New Zealand, South Island, Lowry Ecological Region, Hundalee Ecological District, near Kaikoura, State Highway 1 just south of Puketa: cliffs adjacent to *",NA,605.7358398,0,1,0,8
"Veronica hulkeana",NA,173.5003,-42.485,"gbif",NA,NA,327.9338684,0,1,0,4
"Veronica hulkeana","AK100440",173.2310851,-42.49406522,"eflora","New Zealand, South Island, Kaikoura Ecological Region, Kowhai Ecological District, Inland Kaikoura Road, near Campbell Stream ('The Doone' River)",NA,361.4847717,0,1,0,8
"Veronica hulkeana",NA,173.4768,-42.5159,"gbif",NA,NA,186.4030151,0,1,0,4
"Veronica hulkeana","CHR474152",173.4456,-42.54927,"eflora","Hundalees",NA,233.9565887,0,1,0,5
"Veronica hulkeana","WELT.SP082127",173.4455689,-42.54927079,"eflora","Hundalees, cliff face.",NA,224.0947266,0,1,0,8
"Veronica hulkeana","WELT.SP082134/A",173.4455689,-42.54927079,"eflora","Hundalees, cliff face.",NA,224.0947266,0,1,0,8
"Veronica hulkeana","WELT.SP082134/B",173.4455689,-42.54927079,"eflora","Hundalees, cliff face.",NA,224.0947266,0,1,0,8
"Veronica hulkeana","CHR 474152",173.446,-42.5493,"gbif",NA,NA,240,0,1,0,4
"Veronica hulkeana","HO 504600",173.446,-42.55,"gbif",NA,NA,220,0,1,0,3
"Veronica hulkeana","MEL 2278618A",173.4333,-42.55,"gbif",NA,NA,258.6538086,0,1,0,4
"Veronica hulkeana","WELT.SP013127",173.45,-42.58,"gbif",NA,NA,113.5702286,0,1,0,2
"Veronica hulkeana","WELT.SP101446",173.4166678,-42.59888976,"eflora","Conway River and State Highway 1.",NA,34.4059639,0,1,0,8
"Veronica hulkeana","CHR 470409",173.434,-42.6096,"gbif",NA,NA,19.64701462,0,1,0,4
"Veronica hulkeana","WELT.SP099012",173.4335096,-42.61001904,"eflora","Canterbury, Conway River mouth.",NA,36.14818573,0,1,0,8
"Veronica hulkeana","WELT.SP099016",173.4335096,-42.61001904,"eflora","Canterbury, Conway River mouth.",NA,36.14818573,0,1,0,8
"Veronica hulkeana","WELT.SP099017",173.4335096,-42.61001904,"eflora","Canterbury, Conway River mouth.",NA,36.14818573,0,1,0,8
"Veronica hulkeana","CHR291539A",173.467,-42.6111,"eflora","Conway River",NA,8.352720261,0,1,0,4
"Veronica hulkeana","CHR291539B",173.467,-42.6111,"eflora","Conway River",NA,8.352720261,0,1,0,4
"Veronica hulkeana","CHR 291539 B",173.467,-42.6111,"gbif",NA,NA,8.352720261,0,1,0,4
"Veronica hulkeana","CHR 291539 A",173.467,-42.6111,"gbif",NA,NA,8.352720261,0,1,0,4
"Veronica hulkeana","CHR 285066",173.457,-42.6149,"gbif",NA,NA,11.86599922,0,1,0,4
"Veronica hulkeana","CHR285066",173.457,-42.61494,"eflora","North Canterbury, Conway River",NA,12.05502796,0,1,0,5
"Veronica hulkeana","WELT.SP006552",173.4667498,-42.61580664,"eflora","Conway River",NA,3.556480885,0,1,0,8
"Veronica hulkeana","WELT.SP006554",173.4667498,-42.61580664,"eflora","Conway River",NA,3.556480885,0,1,0,8
"Veronica hulkeana","WELT.SP079771",173.4667498,-42.61580664,"eflora","Conway River",NA,3.556480885,0,1,0,8
"Veronica hulkeana","WELT.SP006555",173.3666667,-42.61666667,"eflora","Conway River",NA,55.1964035,0,1,0,8
"Veronica hulkeana","CHR379199",173.2556,-42.62856,"eflora","Conway River, near Inland Kaikoura Road (highway 70)",NA,141.0080414,0,1,0,5
"Veronica hulkeana","CHR 379199",173.256,-42.6286,"gbif",NA,NA,138.9057312,0,1,0,4
"Veronica hulkeana","CHR 416560 A",173.34,-42.642,"gbif",NA,NA,121.0007782,0,1,0,3
"Veronica hulkeana","CHR 416560 B",173.34,-42.642,"gbif",NA,NA,121.0007782,0,1,0,3
"Veronica hulkeana","CHR416560A",173.3397,-42.64202,"eflora","North Canterbury: Main North Road",NA,108.2604828,0,1,0,5
"Veronica hulkeana","CHR416560B",173.3397,-42.64202,"eflora","North Canterbury: Main North Road",NA,108.2604828,0,1,0,5
"Veronica hulkeana",NA,172.4201,-42.693,"gbif",NA,NA,1120,0,1,0,4
"Veronica hulkeana","CHR33393",173.304,-42.69799,"eflora","Leader River, Parnassus",NA,38.66580582,0,1,0,5
"Veronica hulkeana","CHR 33393",173.304,-42.698,"gbif",NA,NA,38.66580582,0,1,0,3
"Veronica hulkeana","AK107849",173.1501468,-42.69830206,"eflora","New Zealand, South Island, Lowry Ecological Region, Waiau Valley .",NA,168.0879059,0,1,0,8
"Veronica hulkeana","CHR385911",173.3726,-42.77728,"eflora","North Canterbury, Waiau River Mouth",NA,10.87060165,0,1,0,5
"Veronica hulkeana","CHR 385911",173.373,-42.7773,"gbif",NA,NA,10.87060165,0,1,0,4
"Veronica hulkeana","AK30667",172.5334676,-43.11497983,"eflora","New Zealand, South Island, Canterbury Foothills Ecological Region, Oxford Ecological District, Mount Grey",NA,629.6067505,0,1,0,8
"Veronica hulkeana",NA,172.5102,-43.1166,"gbif",NA,NA,522.4941406,0,1,0,4
"Veronica kellowiae","CHR442556",173.6696,-41.9657,"eflora","Marlborough, Mount Tapuaenuku",NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR549647",173.6696,-41.9657,"eflora","Mount Tapuaenuku",NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR97069A",173.6696,-41.9657,"eflora","Mt Tapuaenuku",NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR97069B",173.6696,-41.9657,"eflora","Mt Tapuaenuku",NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR 97069 B",173.67,-41.9657,"gbif",NA,NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR 97069 A",173.67,-41.9657,"gbif",NA,NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR 549647",173.67,-41.9657,"gbif",NA,NA,1561.448486,0,1,0,4
"Veronica kellowiae","CHR 85255",173.549,-41.9663,"gbif",NA,NA,776.3023071,0,1,0,4
"Veronica kellowiae","CHR 386869",173.634,-41.9749,"gbif",NA,NA,1590.2948,0,1,0,4
"Veronica kellowiae","CHR 507812",173.634,-41.9749,"gbif",NA,NA,1590.2948,0,1,0,4
"Veronica kellowiae","CHR386869",173.6335,-41.97491,"eflora","Inland Kaikouras, Hodder Valley",NA,1626.366211,0,1,0,5
"Veronica kellowiae","CHR507812",173.6335,-41.97491,"eflora","Hodder River valley, at junction of Hodder River and Staircase Creek",NA,1626.366211,0,1,0,5
"Veronica kellowiae","WELT.SP081687/A",173.6359377,-41.97669335,"eflora","Hodder Valley (upper), c. 300 metres downstream of junction with Staircase Stream.",NA,1496.291382,0,1,0,8
"Veronica kellowiae","WELT.SP081687/B",173.6359377,-41.97669335,"eflora","Hodder Valley (upper), c. 300 metres downstream of junction with Staircase Stream.",NA,1496.291382,0,1,0,8
"Veronica kellowiae","WELT.SP081688/A",173.6359377,-41.97669335,"eflora","Hodder Valley (upper), c. 300 metres downstream of junction with Staircase Stream.",NA,1496.291382,0,1,0,8
"Veronica kellowiae","WELT.SP081688/B",173.6359377,-41.97669335,"eflora","Hodder Valley (upper), c. 300 metres downstream of junction with Staircase Stream.",NA,1496.291382,0,1,0,8
"Veronica kellowiae","CHR 386918",173.624,-41.9827,"gbif",NA,NA,1828.555908,0,1,0,4
"Veronica kellowiae","CHR386918",173.624,-41.98271,"eflora","Hodder V., Inland Kaikoura Ra.,",NA,1828.555908,0,1,0,5
"Veronica kellowiae","CHR 394132",173.591,-41.9833,"gbif",NA,NA,1740,0,1,0,4
"Veronica kellowiae","CHR394132",173.591,-41.98331,"eflora","Totara Stm., Inland Kaikoura Ra.",NA,1740,0,1,0,5
"Veronica kellowiae","CHR 75691",173.67,-41.9927,"gbif",NA,NA,2565.097412,0,1,0,4
"Veronica kellowiae","CHR75691",173.6699,-41.99271,"eflora","Mount Tapuaenuku",NA,2565.097412,0,1,0,5
"Veronica kellowiae","CHR 386886",173.646,-41.9928,"gbif",NA,NA,2030.087158,0,1,0,4
"Veronica kellowiae","CHR386886",173.6458,-41.99285,"eflora","Inland Kaikouras, Mount Tapuaenuku",NA,2020,0,1,0,5
"Veronica kellowiae","AK107861",173.6518305,-41.99731472,"eflora","New Zealand, South Island, Marlborough, Inner Clarence Basin, moist debris at Mt Tapuaenuku",NA,2356.043457,0,1,0,8
"Veronica kellowiae","CHR489546",173.6591,-41.99817,"eflora","Inland Kaikoura Ranges, east face of Mount Tapuaenuku, head of Branch Stream",NA,2635.835938,0,1,0,5
"Veronica kellowiae","CHR 489546",173.659,-41.9982,"gbif",NA,NA,2635.835938,0,1,0,4
"Veronica kellowiae","WELT.SP005363",173.6666667,-42,"eflora","[Inland Kaikoura Range], [Tapuae-o-Uenuku] Tapuaenuku.",NA,2319.698975,0,1,0,7
"Veronica kellowiae","CHR405231",173.4832,-42.06269,"eflora","Inland Kaikoura Range, Tone Valley",NA,1582.202271,0,1,0,5
"Veronica kellowiae","CHR 405231",173.483,-42.0627,"gbif",NA,NA,1631.182495,0,1,0,4
"Veronica kellowiae","AK280862",172.8645903,-42.11155105,"eflora","New Zealand, South Island, Molesworth Ecological Region, Balaclava Ecological District, valley south of Mt Weld by tributary (unnamed) of Wairau River, c.2.5 km south-east of Mt Weld",NA,1474.948975,0,1,0,8
"Veronica kellowiae","CHR 201760",173.145,-42.4474,"gbif",NA,NA,1460.78186,0,1,0,4
"Veronica kellowiae","CHR201760",173.1451,-42.44743,"eflora","Mt Terako, North Canterbury",NA,1457.476318,0,1,0,5
"Veronica kellowiae","CHR470244",173.1398,-42.4627,"eflora","Marlborough; Mt Lyford, ridge crest above ski area.",NA,1364.335693,0,1,0,4
"Veronica kellowiae","CHR 470244",173.14,-42.4627,"gbif",NA,NA,1377.5625,0,1,0,4
"Veronica lanceolata","AK164596",175.75,-36.9,"eflora","New Zealand, North Island, Thames Co., Rangihau River",NA,18.54547691,1,1,0,2
"Veronica lanceolata","AK166237",175.7502075,-36.94819544,"eflora","New Zealand, North Island, Coromandel Co., Coromandel Range: Kapowai River",NA,158.038208,1,1,0,8
"Veronica lanceolata","OTHER378",175.7404013,-36.95348491,"eflora","Not provided",NA,37.9082222,1,1,0,8
"Veronica lanceolata","AK11647",175.5835377,-36.96486283,"eflora","[New Zealand, North Island, Thames], Tapu Creek",NA,497.9750671,1,1,0,8
"Veronica lanceolata","WELT.SP041590",175.5333333,-36.98333333,"eflora","Coromandel Peninsula, Tapu River.",NA,129.4524536,1,1,0,8
"Veronica lanceolata","CHR309042",175.7109,-37.03329,"eflora","Kauaeranga Valley, Thames, upper Kauaeranga Gorge near base of pinnacle Tauherenikau",NA,541.8474121,1,1,0,5
"Veronica lanceolata","CHR 309042",175.711,-37.0333,"gbif",NA,NA,541.6502686,1,1,0,4
"Veronica lanceolata","AK141840",175.6851528,-37.03778685,"eflora","New Zealand, North Island, Coromandel Ecological Region, Tairua Ecological District, Kauaeranga Gorge",NA,467.987854,1,1,0,8
"Veronica lanceolata","OTHER377",175.6972654,-37.03947027,"eflora","Not provided",NA,364.306488,1,1,0,8
"Veronica lanceolata","CHR309262",175.6903,-37.04156,"eflora","Upper Kaueranga Gorge, Coromandel",NA,320,1,1,0,5
"Veronica lanceolata","CHR 309262",175.69,-37.0416,"gbif",NA,NA,320,1,1,0,4
"Veronica lanceolata","OTHER376",175.6807789,-37.04663246,"eflora","Not provided",NA,246.4863281,1,1,0,8
"Veronica lanceolata","AK271862",175.6832796,-37.04774912,"eflora","[New Zealand], North Is, Coromandel Ranges, Kauaeranga River margin",NA,455.4246216,1,1,0,8
"Veronica lanceolata","WELT.SP041533",175.6666667,-37.06666667,"eflora","Coromandel Peninsula, Kauaeranga River",NA,155.5166626,1,1,0,8
"Veronica lanceolata","WELT.SP079744",175.6666667,-37.06666667,"eflora","Coromandel Peninsula, Kauaeranga River.",NA,155.5166626,1,1,0,8
"Veronica lanceolata","AK359948",175.681944,-37.068056,"gbif",NA,NA,459.8211975,1,1,0,6
"Veronica lanceolata","WELT.SP098588",175.6742168,-37.0759159,"eflora","Kauaeranga Valley.",NA,244.119278,1,1,0,7
"Veronica lanceolata","AK11646",175.4754345,-37.21487025,"eflora","New Zealand, North Island, [Coromandel Ecological Region, Thames Ecological District,] Thames Goldfields",NA,1.926392913,1,1,0,8
"Veronica lanceolata","AK8349",175.2168656,-37.23153664,"eflora","New Zealand, North Island, Thames, Kauaeranga River",NA,24.93296432,1,1,0,8
"Veronica lanceolata","AK8350",175.2168656,-37.23153664,"eflora","New Zealand, North Island, Thames, Kauaeranga River",NA,24.93296432,1,1,0,8
"Veronica lanceolata","AK8351",175.216866,-37.231537,"eflora","New Zealand, North Island, Thames, Kauaeranga River",NA,24.93296432,1,1,0,6
"Veronica lanceolata","OTHER379",175.7805008,-37.47466962,"eflora","Not provided",NA,165.931366,1,1,0,8
"Veronica lanceolata","CHR73862",178.0629,-37.61298,"eflora","Pukeamaru Ra., (nr Hicks Bay), EC [East Cape Botanical District]",NA,206.178009,1,1,0,5
"Veronica lanceolata","CHR 73862",178.063,-37.613,"gbif",NA,NA,206.178009,1,1,0,3
"Veronica lanceolata","OTHER324",178.2425139,-37.65541978,"eflora","Not provided",NA,980,1,1,0,8
"Veronica lanceolata","OTHER321",177.6680002,-37.80089241,"eflora","Not provided",NA,16.5736599,1,1,0,8
"Veronica lanceolata","CHR368502",177.6546,-37.8047,"eflora","Haparapara, East Bay of Plenty.  East side of Haparapara river and Waikarikari River, south of Highway 35 bridge.",NA,33.31171799,1,1,0,4
"Veronica lanceolata","CHR 368502",177.655,-37.8047,"gbif",NA,NA,35.27021408,1,1,0,4
"Veronica lanceolata","AK273448",178.053303,-37.91164956,"eflora","New Zealand, North Island, East Cape, Mount Hikurangi",NA,1420.733032,1,1,0,8
"Veronica lanceolata","AK37542",178.0506588,-37.922594,"eflora","New Zealand, North Island, [Raukumara Ecological Region, Motu Ecological District,] East Cape,  Mount Hikurangi .",NA,1235.544922,1,1,0,7
"Veronica lanceolata","OTHER322",177.7238068,-37.92984935,"eflora","Not provided",NA,79.23108673,1,1,0,8
"Veronica lanceolata","AK270523",177.7189094,-37.93500983,"eflora","[New Zealand, North Island], Bay of Plenty, margin of Motu River",NA,228.2858124,1,1,0,8
"Veronica lanceolata","CHR 469576",175.121,-37.9938,"gbif",NA,NA,861.9373169,1,1,0,4
"Veronica lanceolata","CHR 469577",175.121,-37.9938,"gbif",NA,NA,861.9373169,1,1,0,4
"Veronica lanceolata","CHR469576",175.1215,-37.99384,"eflora","South Auckland, Pirongia Mountain, near Mahaukura",NA,827.5220947,1,1,0,5
"Veronica lanceolata","CHR469577",175.1215,-37.99384,"eflora","near Mahaukura, Pirongia",NA,827.5220947,1,1,0,5
"Veronica lanceolata","OTHER372",175.1200071,-37.99422737,"eflora","Not provided",NA,890.7381592,1,1,0,8
"Veronica lanceolata","CHR502940",175.1136,-37.9976,"eflora","Mt. Pirongia, near Mahaukura trig.",NA,780,1,1,0,4
"Veronica lanceolata","CHR 502940",175.114,-37.9976,"gbif",NA,NA,787.6367798,1,1,0,4
"Veronica lanceolata","OTHER323",177.9699008,-38.13726753,"eflora","Not provided",NA,464.617981,1,1,0,8
"Veronica lanceolata","CHR370266",177.2857,-38.17907,"eflora","Waioeka Gorge, Waioeka River near Ikiore (and almost below 'Mangapumarumaru' highway bridge)",NA,64.20526123,1,1,0,5
"Veronica lanceolata","CHR 370266",177.286,-38.1791,"gbif",NA,NA,92.58483124,1,1,0,4
"Veronica lanceolata","OTHER316",177.284994,-38.17957244,"eflora","Not provided",NA,59.83332443,1,1,0,8
"Veronica lanceolata","WELT.SP098581",177.2860626,-38.18034223,"eflora","Waioeka River Gorge, found below Mangapamarumaru bridge.",NA,59.64277649,1,1,0,8
"Veronica lanceolata","CHR 370267",177.286,-38.1839,"gbif",NA,NA,240,1,1,0,4
"Veronica lanceolata","CHR 370268",177.286,-38.1839,"gbif",NA,NA,240,1,1,0,4
"Veronica lanceolata","CHR370267",177.2863,-38.18394,"eflora","Close to Okiore, Waioeka Gorge, below Mangapumarumaru Bridge",NA,234.9289856,1,1,0,5
"Veronica lanceolata","CHR370268",177.2863,-38.18394,"eflora","Close to Okiore, Waioeka Gorge, below Mangapumarumaru Bridge",NA,234.9289856,1,1,0,5
"Veronica lanceolata","OTHER186",174.9176574,-38.31940679,"eflora","Not provided",NA,212.031601,1,1,0,8
"Veronica lanceolata","OTHER190",174.9443143,-38.31948314,"eflora","Not provided",NA,238.6499634,1,1,0,8
"Veronica lanceolata","AK171317",174.9438696,-38.32066294,"eflora","New Zealand, North Island, King Country Ecological Region, Waitomo Ecological District, Tawarau State Forest, upper Tawarau River Gorge, above waterfall",NA,235.9701843,1,1,0,8
"Veronica lanceolata","AK274421",174.9438696,-38.32066294,"eflora","New Zealand, North Island, King Country Ecological Region, Waitomo Ecological District, Western King Country, Tawarau River Gorge, above waterfall",NA,235.9701843,1,1,0,8
"Veronica lanceolata","OTHER179",174.7514639,-38.42309819,"eflora","Not provided",NA,478.3407593,1,1,0,8
"Veronica lanceolata","AK37528",175.6666667,-38.43333333,"eflora","New Zealand, North Island, Waipapa Valley",NA,360.7006531,1,1,0,8
"Veronica lanceolata","CHR 394020",174.772,-38.4976,"gbif",NA,NA,636.1608276,1,1,0,4
"Veronica lanceolata","CHR394020",174.7717,-38.49763,"eflora","Herangi Ra., WSW of Te Kuiti,",NA,651.401001,1,1,0,5
"Veronica lanceolata","OTHER180",174.7699706,-38.54076868,"eflora","Not provided",NA,703.4068604,1,1,0,8
"Veronica lanceolata","CHR 86341",177.132,-38.5791,"gbif",NA,NA,1368.106812,1,1,0,4
"Veronica lanceolata","CHR86341",177.1319,-38.57914,"eflora","Maungapohatu.  EC [East Cape Botanical District]",NA,1368.106812,1,1,0,5
"Veronica lanceolata","OTHER314",177.1225039,-38.58384294,"eflora","Not provided",NA,1333.155518,1,1,0,8
"Veronica lanceolata","CHR 86332",177.09,-38.7413,"gbif",NA,NA,715.7085571,1,1,0,4
"Veronica lanceolata","CHR86332",177.0899,-38.74131,"eflora","Panekiri Bluff, [Lake] Waikaremoana,  EC [East Cape Botanical District]",NA,715.7085571,1,1,0,5
