"species","code","longitude","latitude","source","locality.eflora","plot.lucas","elevation","Forest","Non.Forest","Alpine","coord_prec"
"Veronica albicans","WELT.SP083625",172.65,-40.63,"gbif",NA,NA,204.312561,0,1,1,2
"Veronica albicans","CHR 285778",172.64,-40.63,"gbif",NA,NA,462.8432007,0,1,1,2
"Veronica albicans","WELT.SP082017/A",172.65,-40.63,"gbif",NA,NA,204.312561,0,1,1,2
"Veronica albicans","WELT.SP082017/B",172.65,-40.63,"gbif",NA,NA,204.312561,0,1,1,2
"Veronica albicans","HO 317495",172.61719,-40.63177,"gbif",NA,NA,276.7111206,0,1,1,5
"Veronica albicans","WELT.SP081757/A",172.6333333,-40.63333333,"eflora","Burnett Range, various places along Mount Burnett access road and southern peak.",NA,445.684967,0,1,1,8
"Veronica albicans","WELT.SP081757/B",172.6333333,-40.63333333,"eflora","Burnett Range, various places along Mount Burnett access road and southern peak.",NA,445.684967,0,1,1,8
"Veronica albicans","AK232598",172.6407796,-40.63798814,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wakamarama Ecological District, Burnett Range, Mount Burnett, helipad",NA,600.8016968,0,1,1,8
"Veronica albicans","CHR 312941",172.64,-40.6382,"gbif",NA,NA,608.4474487,0,1,1,4
"Veronica albicans","WELT.SP098533",172.639588,-40.63978535,"eflora","Whakamarama Range, Mt. Burnett.",NA,607.9794312,0,1,1,8
"Veronica albicans","AK282137",172.64077,-40.639789,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wakamarama Ecological District, Burnett Range, Mount Burnett, north peak",NA,583.8167725,0,1,1,6
"Veronica albicans","AK224259",172.6372095,-40.64247931,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wakamarama Ecological District, Mount Burnett South",NA,590.8953247,0,1,1,8
"Veronica albicans","AK224260",172.6372095,-40.64247931,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wakamarama Ecological District, Mount Burnett South",NA,590.8953247,0,1,1,8
"Veronica albicans","WELT.SP081754/A",172.6395736,-40.64248663,"eflora","Burnett Range, Mount Burnett, beside access road.",NA,495.5325012,0,1,1,8
"Veronica albicans","WELT.SP081754/B",172.6395736,-40.64248663,"eflora","Burnett Range, Mount Burnett, beside access road.",NA,495.5325012,0,1,1,8
"Veronica albicans","WELT.SP081756/A",172.6372046,-40.64337973,"eflora","Burnett Range, near summit of peak south of Mount Burnett and near Three Sisters.",NA,610.9395752,0,1,1,8
"Veronica albicans","WELT.SP081756/B",172.6372046,-40.64337973,"eflora","Burnett Range, near summit of peak south of Mount Burnett and near Three Sisters.",NA,610.9395752,0,1,1,8
"Veronica albicans","CHR511907",172.6396,-40.64339,"eflora","Mount Burnett",NA,541.5811157,0,1,1,5
"Veronica albicans","CHR 511907",172.64,-40.6434,"gbif",NA,NA,532.3069458,0,1,1,4
"Veronica albicans","AK230013",172.634821,-40.64697406,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wakamarama Ecological District, Burnett Range, Mt. Burnett, The Three Sisters Quarry",NA,442.5126953,0,1,1,8
"Veronica albicans","AK252966",172.633333,-40.65,"gbif",NA,NA,418.4647827,0,1,1,6
"Veronica albicans","CHR 331950",172.668,-40.675,"gbif",NA,NA,0,0,1,1,3
"Veronica albicans","CHR331950",172.6682,-40.67501,"eflora","Aorere River, near Collingwood.",NA,0,0,1,1,5
"Veronica albicans","WELT.SP014941",172.674872,-40.67680713,"eflora","Aorere River, near Bainham",NA,3.333333254,0,1,1,8
"Veronica albicans","CHR328387",172.6275,-40.68837,"eflora","Aorere River, nr. Collingwood",NA,17.73567963,0,1,1,5
"Veronica albicans","CHR 328387",172.628,-40.6884,"gbif",NA,NA,17.91724205,0,1,1,4
"Veronica albicans","CHR56658",172.6272,-40.73339,"eflora","Aorere River, Nelson",NA,36.56158447,0,1,1,5
"Veronica albicans","CHR 56658",172.627,-40.7334,"gbif",NA,NA,36.66452789,0,1,1,4
"Veronica albicans","AK303540",172.632222,-40.738333,"gbif",NA,NA,38.91968536,0,1,1,6
"Veronica albicans","AK303542",172.632222,-40.738333,"gbif",NA,NA,38.91968536,0,1,1,6
"Veronica albicans","CHR188575",172.6261,-40.74027,"eflora","Aorere River, near Rockville, N.W. Nelson",NA,59.16539001,0,1,1,5
"Veronica albicans","CHR 188575",172.626,-40.7403,"gbif",NA,NA,59.16539001,0,1,1,4
"Veronica albicans","AK22162",172.5833333,-40.75,"eflora","[New Zealand, South Island], Nelson, near Bainham, rock platforms on the banks of the Aorere River",NA,103.7355347,0,1,1,7
"Veronica albicans","AK61944",172.5500993,-40.76463295,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Golden Bay Ecological District, Aorere River, Bainham",NA,64.62581635,0,1,1,8
"Veronica albicans","CHR33030",172.5678,-40.7692,"eflora","Near Bainhaim, Aorere River, Nelson",NA,58.28623962,0,1,1,4
"Veronica albicans","CHR33032",172.5678,-40.7692,"eflora","Near Bainhaim, Aorere River, Nelson",NA,58.28623962,0,1,1,4
"Veronica albicans","CHR62994",172.5678,-40.7692,"eflora","Near Bainhaim, Aorere River, Nelson",NA,58.28623962,0,1,1,4
"Veronica albicans","CHR75694",172.5678,-40.7692,"eflora","Aorere River, near Bainhaim.",NA,58.28623962,0,1,1,4
"Veronica albicans","CHR 62994",172.568,-40.7692,"gbif",NA,NA,58.28623962,0,1,1,4
"Veronica albicans","CHR 33030",172.568,-40.7692,"gbif",NA,NA,58.28623962,0,1,1,4
"Veronica albicans","CHR 33032",172.568,-40.7692,"gbif",NA,NA,58.28623962,0,1,1,4
"Veronica albicans","CHR 75694",172.568,-40.7692,"gbif",NA,NA,58.28623962,0,1,1,4
"Veronica albicans","WELT.SP081328",172.5820398,-40.77015543,"eflora","Aorere River, Bainham Bridge",NA,43.40525436,0,1,1,8
"Veronica albicans","WELT.SP081751/A",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081751/B",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081752",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081753/A",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081753/B",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081753/C",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP081753/D",172.5820342,-40.77105583,"eflora","Aorere River, James Road Bridge, true right.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP083485",172.5820342,-40.77105583,"eflora","Aorere River, by James Road bridge, true right",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP098536",172.5820342,-40.77105583,"eflora","Aorere River, Bainham Bridge.",NA,40.69585419,0,1,1,8
"Veronica albicans","WELT.SP090709",172.5832073,-40.77286092,"eflora","Aorere R. [River], James Rd. Bridge.",NA,72.84606934,0,1,1,8
"Veronica albicans","WELT.SP047644",172.5666667,-40.78333333,"eflora","Aorere River, Bainham",NA,112.654213,0,1,1,8
"Veronica albicans","CHR33031",172.5914,-40.7963,"eflora","Near Bainhaim, Aorere River, Nelson",NA,340.6439514,0,1,1,4
"Veronica albicans","CHR550176",172.5914,-40.7963,"eflora","Near Bainham, Aorere River, Nelson",NA,340.6439514,0,1,1,4
"Veronica albicans","CHR 33031",172.591,-40.7963,"gbif",NA,NA,337.6022034,0,1,1,4
"Veronica albicans","CHR 550176",172.591,-40.7963,"gbif",NA,NA,337.6022034,0,1,1,4
"Veronica albicans","9437943",172.534167,-40.802778,"gbif",NA,NA,78.49674988,0,1,1,6
"Veronica albicans","CHR365576",172.5321,-40.80508,"eflora","Nelson, Aorere River.",NA,85.59051514,0,1,1,5
"Veronica albicans","CHR495079",172.5321,-40.80508,"eflora","N.W.Nelson, Aorere River Gorge at Quartz Range bridge",NA,85.59051514,0,1,1,5
"Veronica albicans","CHR 495079",172.532,-40.8051,"gbif",NA,NA,96.18669891,0,1,1,4
"Veronica albicans","CHR 365576",172.532,-40.8051,"gbif",NA,NA,96.18669891,0,1,1,4
"Veronica albicans","AK367039",172.486667,-40.829417,"gbif",NA,NA,96.01522827,0,1,1,6
"Veronica albicans","CHR 285765",172.687,-40.8436,"gbif",NA,NA,985.1323853,0,1,1,4
"Veronica albicans","CHR285765",172.6874,-40.84361,"eflora","ridge E.S.E. of Parapara Pk.,NW Nelson",NA,985.1323853,0,1,1,5
"Veronica albicans","WELT.SP082269",172.5258379,-40.84557345,"eflora","Nelson, Aorere River.",NA,417.5250244,0,1,1,8
"Veronica albicans","WELT.SP082524",172.5258379,-40.84557345,"eflora","Bainham, by Aorere River",NA,417.5250244,0,1,1,8
"Veronica albicans","CHR270804",172.8016,-40.86296,"eflora","Takaka Hill, at top.",NA,13.20022202,0,1,1,5
"Veronica albicans","CHR270805",172.8016,-40.86296,"eflora","Takaka Hill, at top.",NA,13.20022202,0,1,1,5
"Veronica albicans","CHR 270804",172.802,-40.863,"gbif",NA,NA,13.39352036,0,1,1,3
"Veronica albicans","CHR 270805",172.802,-40.863,"gbif",NA,NA,13.39352036,0,1,1,3
"Veronica albicans","AK264438",172.5848967,-40.88181861,"eflora","[New Zealand, South Island], Nelson, Boulder Lake, between Portia Creek and Brown Cow Ridge",NA,1342.527588,0,1,1,8
"Veronica albicans","CHR112182",172.3535,-40.88525,"eflora","Northwest Nelson, Gouland Downs.",NA,617.8909912,0,1,1,5
"Veronica albicans","CHR259021",172.3535,-40.88525,"eflora","Northwest Nelson, Gouland Downs.",NA,617.8909912,0,1,1,5
"Veronica albicans","CHR 259022",172.354,-40.8853,"gbif",NA,NA,619.3514404,0,1,1,4
"Veronica albicans","CHR 259021",172.354,-40.8853,"gbif",NA,NA,619.3514404,0,1,1,4
"Veronica albicans","CHR 112182",172.354,-40.8853,"gbif",NA,NA,619.3514404,0,1,1,4
"Veronica albicans","CHR 397998",172.354,-40.8853,"gbif",NA,NA,619.3514404,0,1,1,4
"Veronica albicans","WELT.SP080718/A",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080718/B",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080719",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080720",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080721/A",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080721/B",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","WELT.SP080722",172.3510996,-40.89063939,"eflora","Kahurangi National Park, Heaphy Track, between Gouland Downs hut and Big River crossing.",NA,623.9118042,0,1,1,8
"Veronica albicans","AK44277",172.5729752,-40.89077917,"eflora","New Zealand, South Island, Nelson,  Boulder Lake, between Portia Creek and Brown Cow Ridge",NA,999.2593384,0,1,1,8
"Veronica albicans","CHR 331882",172.318,-40.894,"gbif",NA,NA,748.7037964,0,1,1,3
"Veronica albicans","CHR331882",172.3178,-40.89405,"eflora","Gouland Downs.",NA,754.4468994,0,1,1,5
"Veronica albicans","CHR 199157",172.319,-40.8962,"gbif",NA,NA,758.84375,0,1,1,4
"Veronica albicans","CHR199157",172.3194,-40.89621,"eflora","Gouland Downs",NA,760.3565674,0,1,1,5
"Veronica albicans","AK125959",172.316667,-40.9,"gbif",NA,NA,775.7295532,0,1,1,6
"Veronica albicans","AK125960",172.316667,-40.9,"gbif",NA,NA,775.7295532,0,1,1,6
"Veronica albicans","AK32645",172.75,-40.91666667,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Golden Bay Ecological District, Takaka Hill",NA,208.099823,0,1,1,8
"Veronica albicans","AK71511",172.75,-40.91666667,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Golden Bay Ecological District, Takaka Hill",NA,208.099823,0,1,1,8
"Veronica albicans","WELT.SP051902",172.5251918,-40.93561234,"eflora","Near Boulder Lake, Lead Hills, North West Nelson.",NA,1115.27002,0,1,1,8
"Veronica albicans","CHR 355038",172.852,-40.9488,"gbif",NA,NA,381.2466125,0,1,1,4
"Veronica albicans","CHR 355288",172.841,-40.949,"gbif",NA,NA,527.7563477,0,1,1,3
"Veronica albicans","CHR 277785",172.841,-40.949,"gbif",NA,NA,527.7563477,0,1,1,3
"Veronica albicans","CHR277786",172.8398,-40.94999,"eflora","Northwest Nelson, Pikikiruna Range, The Gorge Creek.",NA,516.421814,0,1,1,5
"Veronica albicans","CHR 277786",172.84,-40.95,"gbif",NA,NA,516.421814,0,1,1,2
"Veronica albicans","WELT.SP017081",172.9229428,-40.95097582,"eflora","Pikiruna [Pikikiruna] Range / Motueka Hills",NA,1145.964722,0,1,1,8
"Veronica albicans","CHR311938",172.8851,-40.9649,"eflora","Canaan, Pikikiruna Ra., NW Nelson",NA,767.5213013,0,1,1,4
"Veronica albicans","CHR 311938",172.885,-40.9649,"gbif",NA,NA,767.5213013,0,1,1,4
"Veronica albicans","CHR393634",172.5594,-40.97659,"eflora","Douglas Ra., NW Nelson",NA,1487.742065,0,1,1,5
"Veronica albicans","CHR 393634",172.559,-40.9766,"gbif",NA,NA,1514.714722,0,1,1,4
"Veronica albicans","WELT.SP082239",172.4483,-40.982,"gbif",NA,NA,411.7358704,0,1,1,4
"Veronica albicans","WELT.SP082240",172.4482,-40.9821,"gbif",NA,NA,436.6386414,0,1,1,4
"Veronica albicans","CHR468466",172.5247,-40.9822,"eflora","Nelson, Aorere River ford.",NA,931.2094727,0,1,1,4
"Veronica albicans","CHR 468466",172.525,-40.9822,"gbif",NA,NA,920.9486084,0,1,1,4
"Veronica albicans","AK270248",172.8835025,-41.01492055,"eflora","[New Zealand], northern South Island, top of hill between Motueka and Takaka",NA,711.317688,0,1,1,8
"Veronica albicans","WELT.SP015138",172.8467785,-41.01663312,"eflora","Takaka Hill summit",NA,560,0,1,1,8
"Veronica albicans","WELT.SP035458",172.9,-41.01666667,"eflora","Arthur Range, Takaka Hill",NA,663.6281738,0,1,1,8
"Veronica albicans","WELT.SP098537",172.8003722,-41.03006811,"eflora","Nelson, Takaka River near start of road into Cobb Dam.",NA,98.16442108,0,1,1,8
"Veronica albicans","CHR 366114",172.852,-41.031,"gbif",NA,NA,544.0916138,0,1,1,3
"Veronica albicans","CHR 389199",172.865,-41.031,"gbif",NA,NA,803.1622925,0,1,1,3
"Veronica albicans","CHR 389216",172.865,-41.031,"gbif",NA,NA,803.1622925,0,1,1,3
"Veronica albicans","CHR 273483",172.865,-41.031,"gbif",NA,NA,803.1622925,0,1,1,3
"Veronica albicans","CHR389216",172.8647,-41.03101,"eflora","Takaka Hill, NW Nelson",NA,803.1622925,0,1,1,5
"Veronica albicans","CHR366114",172.8515,-41.03105,"eflora","Northwest Nelson, Takaka Hill.",NA,541.8459473,0,1,1,5
"Veronica albicans","CHR273484",172.8634,-41.03106,"eflora","Northwest Nelson, Takaka Hill Saddle.",NA,817.2468872,0,1,1,5
"Veronica albicans","CHR79111",172.8634,-41.03106,"eflora","Northwest Nelson, Takaka Hill, near summit.",NA,817.2468872,0,1,1,5
"Veronica albicans","CHR 273484",172.863,-41.0311,"gbif",NA,NA,821.9117432,0,1,1,4
"Veronica albicans","CHR 79111",172.863,-41.0311,"gbif",NA,NA,821.9117432,0,1,1,4
"Veronica albicans","AK232549",172.8598211,-41.03285814,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Arthur Ecological District, Takaka Hill",NA,791.8684082,0,1,1,8
"Veronica albicans","WELT.SP098527",172.8610102,-41.0328596,"eflora","Takaka Hill, nr summit of road.",NA,821.230896,0,1,1,7
"Veronica albicans","WELT.SP098532",172.8610102,-41.0328596,"eflora","Takaka Hill, base of cliffs at summit.",NA,821.230896,0,1,1,7
"Veronica albicans","CHR 467796",172.861,-41.0329,"gbif",NA,NA,831.5749512,0,1,1,4
"Veronica albicans","9445352",172.866203,-41.033725,"gbif",NA,NA,815.0048218,0,1,1,6
"Veronica albicans","WELT.SP081737/A",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","WELT.SP081737/B",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","WELT.SP081738/A",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","WELT.SP081738/B",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","WELT.SP081739/A",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","WELT.SP081739/B",172.8550585,-41.03555355,"eflora","Takaka Hill near Harwoods lookout.",NA,800,0,1,1,8
"Veronica albicans","CHR 365468 A",172.788,-41.0368,"gbif",NA,NA,135.5359497,0,1,1,4
"Veronica albicans","CHR 365468 B",172.788,-41.0368,"gbif",NA,NA,135.5359497,0,1,1,4
"Veronica albicans","CHR365468A",172.7876,-41.03684,"eflora","Takaka R.., N.W. Nelson",NA,127.3572464,0,1,1,5
"Veronica albicans","CHR365468B",172.7876,-41.03684,"eflora","Takaka R.., N.W. Nelson",NA,127.3572464,0,1,1,5
"Veronica albicans","WELT.SP081748",172.7884522,-41.0390511,"eflora","Takaka River, true right bank, c. 200 m downstream of road bridge.",NA,118.3262177,0,1,1,7
"Veronica albicans","WELT.SP081749",172.7884522,-41.0390511,"eflora","Takaka River, true right bank, c. 200 m downstream of road bridge.",NA,118.3262177,0,1,1,7
"Veronica albicans","WELT.SP081750/A",172.7884522,-41.0390511,"eflora","Takaka River, true right bank, c. 200 m downstream of road bridge.",NA,118.3262177,0,1,1,7
"Veronica albicans","WELT.SP081750/B",172.7884522,-41.0390511,"eflora","Takaka River, true right bank, c. 200 m downstream of road bridge.",NA,118.3262177,0,1,1,7
"Veronica albicans","CHR250413",172.8634,-41.04007,"eflora","Northwest Nelson, Takaka Hill, summit west side.",NA,867.0313721,0,1,1,5
"Veronica albicans","CHR 250413",172.863,-41.0401,"gbif",NA,NA,863.1884155,0,1,1,4
"Veronica albicans","CHR 226538",172.863,-41.0401,"gbif",NA,NA,863.1884155,0,1,1,4
"Veronica albicans","CHR 79110",172.863,-41.0401,"gbif",NA,NA,863.1884155,0,1,1,4
"Veronica albicans","CHR331884",172.5064,-41.06609,"eflora","Mt Cobb, Nelson",NA,1562.340332,0,1,1,5
"Veronica albicans","CHR 331884",172.506,-41.0661,"gbif",NA,NA,1570.591187,0,1,1,4
"Veronica albicans","CHR 389305",172.566,-41.0663,"gbif",NA,NA,1271.064453,0,1,1,4
"Veronica albicans","CHR389305",172.5659,-41.06633,"eflora","Northwest Nelson, Lockett Range, northwest of Mt Benson, marble peak.",NA,1271.064453,0,1,1,5
"Veronica albicans","WELT.SP016953",172.5,-41.06666667,"eflora","Peel Range, Mt Cobb",NA,1627.120117,0,1,1,8
"Veronica albicans","WELT.SP016954",172.5,-41.06666667,"eflora","Peel Range, Mt Cobb",NA,1627.120117,0,1,1,8
"Veronica albicans","CHR142639",172.7086,-41.06679,"eflora","Mount Cobb",NA,950.0722656,0,1,1,5
"Veronica albicans","CHR 142639",172.709,-41.0668,"gbif",NA,NA,947.3063354,0,1,1,4
"Veronica albicans","CHR 389308",172.561,-41.0671,"gbif",NA,NA,1399.041016,0,1,1,4
"Veronica albicans","CHR389308",172.5608,-41.06715,"eflora","Northwest Nelson, Lockett Range, northwest of Mt Benson, marble peak.",NA,1375.510498,0,1,1,5
"Veronica albicans","AK8115",172.5004187,-41.07056841,"eflora","New Zealand, South Island, Mt. Cobb",NA,1368.347412,0,1,1,8
"Veronica albicans","WELT.SP083355",172.8680574,-41.07608994,"eflora","south branch Riwaka River, Arthur Range, Kahurangi National Park",NA,714.97052,0,1,1,8
"Veronica albicans",NA,172.5648,-41.0766,"gbif",NA,NA,1331.631836,0,1,1,4
"Veronica albicans","AK8114",172.6074425,-41.0799913,"eflora","New Zealand, South Island, Nelson, Mt. Lockett",NA,1584.193848,0,1,1,7
"Veronica albicans","AK107701",172.5501636,-41.08158993,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wangapeka Ecological District, Cobb Valley",NA,954.2366943,0,1,1,8
"Veronica albicans","CHR 396043",172.685,-41.0937,"gbif",NA,NA,778.6798096,0,1,1,4
"Veronica albicans","CHR396043",172.6847,-41.09374,"eflora","Magnesite Mine Area, Cobb V., NW Nelson",NA,800.673645,0,1,1,5
"Veronica albicans","CHR 470161 A",172.682,-41.0946,"gbif",NA,NA,859.1795654,0,1,1,4
"Veronica albicans","CHR 470161 C",172.682,-41.0946,"gbif",NA,NA,859.1795654,0,1,1,4
"Veronica albicans","CHR 470161 B",172.682,-41.0946,"gbif",NA,NA,859.1795654,0,1,1,4
"Veronica albicans","CHR 470161 D",172.682,-41.0946,"gbif",NA,NA,859.1795654,0,1,1,4
"Veronica albicans","CHR470161A",172.6823,-41.09463,"eflora","Nelson, Cobb Valley Magnesite quarry.",NA,845.4206543,0,1,1,5
"Veronica albicans","CHR470161B",172.6823,-41.09463,"eflora","Nelson, Cobb Valley Magnesite quarry.",NA,845.4206543,0,1,1,5
"Veronica albicans","CHR470161C",172.6823,-41.09463,"eflora","Nelson, Cobb Valley Magnesite quarry.",NA,845.4206543,0,1,1,5
"Veronica albicans","CHR470161D",172.6823,-41.09463,"eflora","Nelson, Cobb Valley Magnesite quarry.",NA,845.4206543,0,1,1,5
"Veronica albicans","WELT.SP088388",172.6906537,-41.09825631,"eflora","NW Nelson, N of Mt Arthur, above Cobb Power Dam.",NA,905.6716919,0,1,1,8
"Veronica albicans","AK252061",172.6334985,-41.09825692,"eflora","New Zealand, South Island, North-west Nelson Ecological Region, Wangapeka Ecological District, Lake Sylvester",NA,1363.807373,0,1,1,8
"Veronica albicans","CHR 470162 A",172.686,-41.1009,"gbif",NA,NA,863.8430786,0,1,1,4
"Veronica albicans","CHR 470162 B",172.686,-41.1009,"gbif",NA,NA,863.8430786,0,1,1,4
"Veronica albicans","CHR 470162 C",172.686,-41.1009,"gbif",NA,NA,863.8430786,0,1,1,4
"Veronica albicans","CHR470162A",172.6859,-41.10094,"eflora","Nelson, Cobb Valley, track to Magnesite quarry from Cobb dam.",NA,868.6328735,0,1,1,5
"Veronica albicans","CHR470162B",172.6859,-41.10094,"eflora","Nelson, Cobb Valley, track to Magnesite quarry from Cobb dam.",NA,868.6328735,0,1,1,5
"Veronica albicans","CHR470162C",172.6859,-41.10094,"eflora","Nelson, Cobb Valley, track to Magnesite quarry from Cobb dam.",NA,868.6328735,0,1,1,5
"Veronica albicans","CHR 151001",172.613,-41.1025,"gbif",NA,NA,1574.477905,0,1,1,4
"Veronica albicans","CHR151001",172.6133,-41.10252,"eflora","Iron Hill, Cobb Valley",NA,1566.630249,0,1,1,5
"Veronica albicans","CHR142646",172.6371,-41.1026,"eflora","Northwest Nelson, Cobb Valley, Lake Sylvester.",NA,1377.722046,0,1,1,4
"Veronica albicans","CHR 142646",172.637,-41.1026,"gbif",NA,NA,1377.722046,0,1,1,4
"Veronica albicans","CHR470086",172.6966,-41.10278,"eflora","Nelson, Cobb Valley, Ridge above Cobb dam, near shelter and roa d.",NA,1045.192505,0,1,1,5
"Veronica albicans","CHR 470086",172.697,-41.1028,"gbif",NA,NA,1043.261963,0,1,1,4
"Veronica albicans","WELT.SP098529",172.6870568,-41.10364905,"eflora","N.W. Nelson, Cobb Dam.",NA,799.1463013,0,1,1,8
"Veronica albicans","CHR467760",172.693,-41.10366,"eflora","Northwest Nelson, Cobb Ridge",NA,1048.981812,0,1,1,5
"Veronica albicans","CHR 467760",172.693,-41.1037,"gbif",NA,NA,1048.981812,0,1,1,4
"Veronica albicans","WELT.SP080336",172.6870525,-41.10454947,"eflora","Near Cobb Reservoir Dam, beside track.",NA,819.0033569,0,1,1,8
"Veronica albicans","WELT.SP098525",172.6453836,-41.10532762,"eflora","N.W. Nelson, track to Lake Sylvester.",NA,1320.471802,0,1,1,8
"Veronica albicans","WELT.SP098528",172.6941907,-41.10546932,"eflora","N.W. Nelson, road to Cobb Dam.",NA,1034.339844,0,1,1,8
"Veronica albicans","WELT.SP080329",172.6333333,-41.10833333,"eflora","Lake Sylvester (beside).",NA,1326.118042,0,1,1,8
"Veronica albicans","CHR 273570",172.613,-41.1115,"gbif",NA,NA,1536.037354,0,1,1,4
"Veronica albicans","CHR273570",172.6132,-41.11153,"eflora","Northwest Nelson, Iron Hill.",NA,1536.037354,0,1,1,5
"Veronica albicans","CHR142647",172.6251,-41.11156,"eflora","Northwest Nelson, Cobb Valley, Lake Sylvester.",NA,1363.535522,0,1,1,5
"Veronica albicans","CHR 142647",172.625,-41.1116,"gbif",NA,NA,1363.535522,0,1,1,4
"Veronica albicans","CHR 75670",172.673,-41.1117,"gbif",NA,NA,819.0501709,0,1,1,4
"Veronica albicans","CHR75670",172.6727,-41.11171,"eflora","creek at foot of road from Cobb Dam to Lake Sylvester;Tasman Mountains, B.D. N.W. [North Western Botanical District]",NA,819.0440063,0,1,1,5
"Veronica albicans","CHR142644",172.6965,-41.11178,"eflora","Asbestos Hill, near Cobb Power Station, Nelson.",NA,908.3573608,0,1,1,5
"Veronica albicans","CHR 142644",172.697,-41.1118,"gbif",NA,NA,889.6130981,0,1,1,4
"Veronica albicans","CHR77974",172.6214,-41.11185,"eflora","Lake Sylvester,  Tasman Mts, N.W. [North Western Botanical District]",NA,1359.82019,0,1,1,5
"Veronica albicans","CHR 77974",172.621,-41.1119,"gbif",NA,NA,1370.80249,0,1,1,4
"Veronica albicans","WELT.SP098530",172.6786752,-41.1135304,"eflora","N.W. Nelson, Cobb ridge.",NA,911.2915649,0,1,1,7
"Veronica albicans","AK251564",172.5238849,-41.11568927,"eflora","[New Zealand, South Island, North-west Nelson], Cobb Ridge",NA,1569.215332,0,1,1,8
"Veronica albicans","WELT.SP090716",172.7727155,-41.11825977,"eflora","N.W Nelson, Arthur Range, Hoary Head.",NA,914.586792,0,1,1,8
"Veronica albicans","CHR118621",172.6012,-41.12049,"eflora","Northwest Nelson, Cobb River Valley.",NA,849.3840942,0,1,1,5
"Veronica albicans","CHR 118621",172.601,-41.1205,"gbif",NA,NA,851.5891724,0,1,1,4
"Veronica albicans","CHR 117139",172.649,-41.1206,"gbif",NA,NA,957.8369141,0,1,1,4
"Veronica albicans","CHR117139",172.6489,-41.12065,"eflora","Northwest Nelson, Cobb Reservoir.",NA,963.3927612,0,1,1,5
"Veronica albicans","CHR365461",172.6965,-41.12078,"eflora","Northwest Nelson, Takaka Valley, Asbestos Creek.",NA,666.815979,0,1,1,5
"Veronica albicans","CHR365463",172.6965,-41.12078,"eflora","Northwest Nelson, Takaka Valley, Asbestos Creek.",NA,666.815979,0,1,1,5
"Veronica albicans","CHR 365461",172.697,-41.1208,"gbif",NA,NA,659.2715454,0,1,1,4
