"sp","d.tpos","d.tneg","d.fpos","d.fneg","d.probopti","NZ.count","tmax1","tmax2","tmax3","tmax4","q1","q2","w11","w12","ns1","ns2","tmean1","tmean2","w21","w22","w23","w24","nsoil1","nsoil2","tmin1","tmin2","tmin3","tmin4","tmean21","tmean22","tmax1.back","tmax2.back","tmax3.back","tmax4.back","q1.back","q2.back","w11.back","w12.back","ns1.back","ns2.back","tmean1.back","tmean2.back","w21.back","w22.back","w23.back","w24.back","nsoil1.back","nsoil2.back","tmin1.back","tmin2.back","tmin3.back","tmin4.back","tmean21.back","tmean22.back"
"V._flavida",39,38,2,0,0.713694693,22248,0.393477288,0.438658446,0.670019987,0.854466004,0.312555788,0.313474436,0.301046108,0.563379263,0.174517383,0.174681978,0.562210703,0.571200552,0.970012138,0.971677696,1.938076494,2.215864087,0.069098848,0.070053334,0.495473966,0.57281727,0.704722749,0.705816263,0.734201718,0.734803052,9.673864398,11.93292228,23.50099937,32.72330022,15.31525047,15.36026416,30.10461077,56.33792634,0.174517383,0.174681978,10.29948161,10.70402483,97.00121377,97.16776956,100,100,0.069098848,0.070053334,2.296328465,5.776777163,11.71252371,11.76173181,18.03907731,18.06613736
"V._gibbsii",31,37,3,0,0.61730304,37909,0.146392777,0.182758142,1.011086988,1.189362466,0.91036385,0.910363923,0.758091783,0.864501991,0.058740062,0.065010526,0.28007937,0.305866033,0.600283074,0.667540556,1.82078103,2.050525867,0.003202177,0.031185037,0.086343284,0.331776418,0.738081963,0.887187175,0.652634413,0.947181365,-2.680361164,-0.862092879,40,40,44.60783083,44.60783445,75.80917828,86.4501991,0.058740062,0.065010526,-2.396428352,-1.236028519,60.02830743,66.75405563,100,100,0.003202177,0.031185037,-16.11455223,-5.070061191,13.21368832,19.92342287,14.36854858,27.62316142
"V._glaucophylla",94,103,7,13,0.621032885,37785,0.168459283,0.478188659,1.436030561,1.57720503,0.910170729,0.910388801,0.781533478,0.86839009,0.060746148,0.060996512,0.335726184,0.337736675,0.592356593,0.699786861,1.595002833,1.85904755,0.001795553,0.043453405,0.105183366,0.326838937,0.653397856,0.838866888,0.647902435,0.892774854,-1.577035828,13.90943293,40,40,44.59836792,44.60905344,78.15334783,86.83900899,0.060746148,0.060996512,0.107678295,0.198150388,59.23565932,69.97868605,100,100,0.001795553,0.043453405,-15.26674853,-5.29224784,9.402903518,17.74900997,14.1556096,25.17486841
"V._haastii",64,69,11,7,0.621851617,29450,0.031368884,0.134370772,0.267091929,0.419367298,0.240880168,0.24089556,0.798183329,1.001389616,0.035622653,0.303736907,0.281458026,0.387082488,0.847699487,0.958649467,1.390175876,1.533639743,0.03890373,0.051989673,0.025307112,0.353392377,0.47762438,0.619260392,1.0977825,1.352698312,-8.431555809,-3.28146138,3.354596464,10.96836489,11.80314682,11.80390101,79.81833294,100,0.035622653,0.303736907,-2.334388834,2.418711944,84.76994873,95.86494673,100,100,0.03890373,0.051989673,-18.86117995,-4.09734304,1.493097115,7.866717624,30,30
"V._hectorii",704,601,149,46,0.637377874,46862,0.237509879,0.240064846,1.276810833,1.488869509,0.220247494,0.243877446,0.923415941,0.958799994,0.173121151,0.352963006,0.191324951,0.361798518,0.949701939,0.983159643,2.553573209,2.7873559,0.033178073,0.040582411,0.081135631,0.274699811,0.407210146,0.449887273,0.678073108,0.693109645,1.875493952,2.003242295,40,40,10.79214633,11.95001336,92.34159414,95.87999942,0.173121151,0.352963006,-6.39037721,1.280933316,94.97019386,98.31596431,100,100,0.033178073,0.040582411,-16.34889658,-7.638508491,-1.675543413,0.244927273,15.51328986,16.18993403
"V._hookeri",318,277,63,16,0.630062959,48165,0.084696111,0.300377914,0.543794087,0.57610646,0.002244046,0.268499042,0.789728266,0.94958206,0.313257723,0.318839048,0.101539003,0.138089795,0.946017812,0.979479802,2.391322647,2.553742783,0.035974029,0.041388768,0.271604085,0.309424993,1.447857449,1.515872916,0.599978486,0.604739341,-5.765194435,5.018895719,17.18970435,18.805323,0.109982677,13.15647096,78.97282664,94.95820598,0.313257723,0.318839048,-10.43074489,-8.785959221,94.60178118,97.94798021,100,100,0.035974029,0.041388768,-7.777816176,-6.075875314,25,25,11.99903189,12.21327036
"V._hookeriana",171,147,43,18,0.448866198,46994,0.040386358,0.255902755,1.092304039,1.319823233,0.389774455,0.390175089,0.989889192,0.990963402,0.189513299,0.503563903,0.369105501,0.369181187,0.889909175,0.890072831,1.530203356,1.794669929,0.017045301,0.054008029,0.128043325,0.188386955,0.44659238,0.568242811,0.622250932,0.789085476,-7.980682083,2.795137755,40,40,19.09896323,19.11859429,98.98891924,99.09634019,0.189513299,0.503563903,1.609747562,1.613153423,88.99091754,89.00728315,100,100,0.017045301,0.054008029,-14.23805037,-11.52258702,0.096657118,5.570926478,13.00129195,20.50884643
"V._hulkeana",113,114,6,4,0.291571606,19795,0.024651433,0.036650186,0.31474676,0.591620075,0.704296734,0.704817431,0.796120035,1.123765483,0.07657537,0.102547215,0.476843126,0.773308324,0.385341701,0.461597463,0.604605611,0.930848324,0.00534343,0.070397089,0.356849806,0.475931803,0.863769002,0.938101067,0.746375898,0.848174367,-8.767428349,-8.167490722,5.73733799,19.58100374,34.51054721,34.53606133,79.61200351,100,0.07657537,0.102547215,6.457940663,19.79887458,38.53417007,46.1597463,60.46056108,93.08483242,0.00534343,0.070397089,-3.941758715,1.416931127,18.86960511,22.21454802,18.5869154,23.1678465
"V._kellowiae",23,30,0,2,0.73837377,4429,0.000257811,0.216779053,0.334564148,0.357618563,0.231682514,0.241079752,0.445732277,0.52026042,0.115640151,0.41341199,0.308998469,0.310034582,0.375739253,0.406836475,1.01264185,1.143231139,0.039718817,0.051986548,0.328930097,0.330060979,0.684628123,0.815929335,0.586015328,0.586611482,-9.98710944,0.838952634,6.728207401,7.880928156,11.35246201,11.81292646,44.57322773,52.02604204,0.115640151,0.41341199,-1.095068908,-1.048443789,37.57392529,40.68364747,100,100,0.039718817,0.051986548,-5.198145645,-5.14725593,10.80826553,16.7168201,11.37068977,11.39751671
"V._lanceolata",542,277,283,9,0.291568629,168873,0.316275423,0.324631916,1.111098511,1.199148792,0.619624692,0.619905084,0.341781107,0.516081399,0.053029408,0.121465831,0.540618294,0.699891478,0.787526793,0.982477234,2.538728819,2.774904856,0.019081844,0.080105068,0.469967486,0.550860979,0.572321955,0.582654638,0.726087333,0.731043302,5.813771146,6.231595798,40,40,30.36161925,30.37535843,34.17811065,51.60813988,0.053029408,0.121465831,9.327823249,16.4951165,78.75267928,98.24772341,100,100,0.019081844,0.080105068,1.148536868,4.788744068,5.754487961,6.219458707,17.67392999,17.89694859
"V._ligustrifolia",46,48,2,1,0.658739496,11308,0.2329185,0.497742627,1.213146199,1.502920504,0.323433988,0.324115979,0.430518687,0.509941848,0.265891411,0.582091649,0.578209721,0.579979713,0.183170778,0.302485888,1.515565133,1.649180554,0.029690283,0.063186254,0.449456,0.555977778,1.28521986,1.509150845,0.787354298,0.788287247,1.645925011,14.88713133,40,40,15.848282,15.88169955,43.05186865,50.99418483,0.265891411,0.582091649,11.01943746,11.09908707,18.31707785,30.24858878,100,100,0.029690283,0.063186254,0.225519989,5.019000022,25,25,20.43094342,20.47292611
"V._lyallii",841,785,255,191,0.633607386,66271,0.272785805,0.328986827,0.766927049,0.846612309,0.220534441,0.224688003,0.912225934,0.996180968,0.231540929,0.451071951,0.347682551,0.3944537,0.588376059,0.904240059,2.262251223,2.440749794,0.0389375,0.041677745,0.10580181,0.10914453,0.453056422,0.525994017,0.691802941,0.847973708,3.639290252,6.449341351,28.34635246,32.33061545,10.8062067,11.00973116,91.22259336,99.61809684,0.231540929,0.451071951,0.645714816,2.750416489,58.83760587,90.42400594,100,100,0.0389375,0.041677745,-15.23891855,-15.08849616,0.387539006,3.669730773,16.13113235,23.15881684
"V._lycopodioides",554,436,154,27,0.632602647,45112,0.132619545,0.241166241,0.539365704,0.60788568,0.204455175,0.221032805,0.668023513,0.8740963,0.138194504,0.360516564,0.213673216,0.32445958,0.726902318,0.749719732,1.731283777,1.846232215,0.015269058,0.05210585,0.044504232,0.252807818,0.384414992,0.449671813,0.600168382,0.60122762,-3.369022739,2.058312036,16.96828518,20.39428398,10.01832307,10.83062653,66.80235125,87.40963004,0.138194504,0.360516564,-5.384705298,-0.399318905,72.69023175,74.97197319,100,100,0.015269058,0.05210585,-17.99730956,-8.623648208,-2.701325355,0.235231583,12.00757718,12.0552429
"V._maccaskillii",36,38,2,1,0.745154422,17526,0.165652472,0.389563559,0.585481844,0.5885775,0.226110484,0.227121711,0.661917282,0.709888632,0.094410984,0.094552239,0.56231577,0.576574846,0.137796658,0.21102444,0.599742472,0.628266029,0.046426184,0.047320563,0.444109402,0.474912164,1.276690922,1.310838371,0.686547026,0.68815983,-1.717376403,9.478177968,19.27409221,19.428875,11.07943266,11.12898276,66.19172824,70.9888632,0.094410984,0.094552239,10.30420966,10.94586809,13.77966584,21.10244399,59.9742472,62.82660294,0.046426184,0.047320563,-0.015076915,1.371047376,25,25,15.89461616,15.96719234
"V._macrantha",374,356,64,41,0.644661281,41258,0.203325111,0.363463299,1.149573572,1.407434199,0.21891695,0.219055768,0.9952662,0.999948118,0.285216389,0.525614638,0.163694072,0.343022915,0.823931307,0.829854886,1.68886011,1.858871965,0.024474525,0.042509511,0.104011708,0.272156007,0.488123791,0.637257499,0.576221546,0.647269602,0.166255534,8.17316494,40,40,10.7269497,10.73375178,99.52661995,99.99481176,0.285216389,0.525614638,-7.633766747,0.436031154,82.39313065,82.98548855,100,100,0.024474525,0.042509511,-15.31947313,-7.752979693,1.965570575,8.676587433,10.92996955,14.12713208
"V._macrocalyx",212,196,24,0,0.290702998,33389,0.14341326,0.219971531,1.395461447,1.557299891,0.910248106,0.910261225,0.62487698,0.816379259,0.256057276,0.25964395,0.308593564,0.309495171,0.988880286,0.993661341,2.683737081,2.939669161,0.002786878,0.044170297,0.22331187,0.269156172,0.662354145,0.777141383,0.758029153,0.905886816,-2.829337017,0.998576541,40,40,44.60215939,44.6028022,62.48769798,81.63792595,0.256057276,0.25964395,-1.11328962,-1.072717297,98.8880286,99.36613414,100,100,0.002786878,0.044170297,-9.950965828,-7.887972249,9.805936517,14.97136222,19.11131189,25.76490672
"V._macrocarpa",193,187,23,8,0.664716183,35087,0.103183028,0.171226856,0.629979328,0.726420505,0.574870509,0.580075853,0.227242069,0.320155571,0.246609174,0.252418167,0.541021364,0.569065352,0.638177855,0.968177792,2.406900437,2.670507547,0.001012418,0.055961542,0.316210564,0.490207501,1.373823353,1.585609292,0.781215398,0.839512693,-4.840848577,-1.438657205,21.49896638,26.32102523,28.16866533,28.42372708,22.7242069,32.01555708,0.246609174,0.252418167,9.345961358,10.60794083,63.81778547,96.81777916,100,100,0.001012418,0.055961542,-5.770524607,2.059337553,25,25,20.1546929,22.77807117
"V._masoniae",118,113,7,2,0.623508089,5812,0.090868996,0.267635044,0.488107215,0.497534458,0.372122178,0.376259567,0.831120233,0.870789423,0.288225794,0.288701216,0.305566024,0.383109703,0.982487141,0.999092942,1.054443632,1.057771767,0.041338215,0.043218817,0.357367215,0.373631023,0.866076201,1.057817107,0.65121507,0.651433896,-5.456550205,3.381752196,14.40536074,14.87672291,18.23400211,18.43673407,83.11202329,87.07894232,0.288225794,0.288701216,-1.249528909,2.239936622,98.24871412,99.90929423,100,100,0.041338215,0.043218817,-3.918475304,-3.186603976,18.97342904,25,14.30467814,14.31452534
"V._melanocaulon",76,67,13,0,0.291548141,64133,0.37890575,0.382123618,0.387019227,0.587299601,0.684394014,0.771019577,0.362095155,0.518821092,0.069416058,0.112797795,0.374477751,0.545529512,0.584116852,0.588773399,0.874556214,0.994177528,0.02478696,0.051988038,0.175470818,0.401225773,1.164206454,1.210355863,0.49876063,0.638130737,8.945287499,9.106180891,9.350961342,19.36498005,33.53531443,37.77996487,36.20951548,51.88210925,0.069416058,0.112797795,1.851498809,9.54882804,58.41168524,58.87733988,87.45562136,99.41775278,0.02478696,0.051988038,-12.1038132,-1.944840193,25,25,7.444228334,13.71588315
"V._mooreae",202,198,22,17,0.682280986,59718,0.302474317,0.302988969,1.032652816,1.160295434,0.022926314,0.193864337,0.493223817,0.659091796,0.30253988,0.338429647,0.274257002,0.351874726,0.697127024,1.014548051,1.722392964,1.905242658,0.005561712,0.009826727,0.262215013,0.492098318,0.670564834,0.944799301,0.587029986,0.657320803,5.123715834,5.149448454,40,40,1.123413331,9.499372257,49.32238172,65.90917964,0.30253988,0.338429647,-2.658434904,0.834362667,69.71270241,100,100,100,0.005561712,0.009826727,-8.200324419,2.144424328,10.17541755,22.51596854,11.41634938,14.57943614
"V._murrellii",39,38,2,1,0.592308177,21452,0.167477505,0.234787481,1.020962669,1.200750794,0.162777856,0.19352959,0.537972411,0.743023397,0.318720381,0.318995079,0.28436303,0.289215245,0.949263952,0.999978176,2.618112827,2.783932722,0.021226486,0.044048925,0.149569262,0.31424219,1.192338717,1.290840483,0.564427624,0.564445397,-1.626124745,1.739374045,40,40,7.976135466,9.482969692,53.79724108,74.3023397,0.318720381,0.318995079,-2.203663635,-1.985313972,94.9263952,99.99781761,100,100,0.021226486,0.044048925,-13.26938322,-5.859101464,25,25,10.39924309,10.40004288
"V._notialis",33,39,1,0,0.828791386,16688,0.099851816,0.199795283,1.175264224,1.319670516,0.075276018,0.119254727,0.202009847,0.320545435,0.310391502,0.318135562,0.217464803,0.276944891,0.968190524,0.974873763,1.056846267,1.296187517,0.028970144,0.045472591,0.307312745,0.389103912,1.389874719,1.518286358,0.542918927,0.543676107,-5.007409192,-0.010235866,40,40,3.688547558,5.843503201,20.2009847,32.05454352,0.310391502,0.318135562,-5.214083872,-2.537479898,96.81905244,97.48737626,100,100,0.028970144,0.045472591,-6.170926474,-2.490323947,25,25,9.431351706,9.4654248
"V._obtusata",14,20,0,0,0.489123194,10182,0.268677896,0.448218304,1.474043084,1.547521042,0.179590681,0.288787526,0.289362915,0.526008073,0.27574891,0.275865591,0.538894517,0.539588904,0.700091013,0.749538774,1.76486109,1.864655697,0.073575324,0.084348538,0.517034639,0.5357243,1.380326512,1.638742726,0.934341882,1.139505747,3.433894791,12.41091521,40,40,8.799963483,14.15060618,28.93629148,52.60080731,0.27574891,0.275865591,9.250253253,9.281500658,70.0091013,74.95387742,100,100,0.073575324,0.084348538,3.266558745,4.107593493,25,25,27.0453847,30
"V._odora",1454,1042,478,59,0.589485202,88662,0.26204186,0.265955203,0.328038063,0.425110629,0.067109317,0.202598951,0.504658054,0.693684787,0.192995971,0.300334023,0.270467614,0.406940487,0.800177846,0.931970308,1.885874227,2.017672289,0.028176875,0.053942755,0.048440139,0.250405691,0.424270742,0.554421907,0.579495096,0.704981532,3.102092992,3.297760161,6.401903129,11.25553143,3.288379382,9.927368128,50.46580539,69.3684787,0.192995971,0.300334023,-2.828957348,3.312321914,80.0177846,93.19703082,100,100,0.028176875,0.053942755,-17.82019376,-8.731743902,-0.907816621,4.94898583,11.07727933,16.72416894
"V._pareora",16,18,2,0,0.251052742,24169,0.274786496,0.334078919,1.858422473,2.071685882,0.111524397,0.236942676,0.56874298,0.600430824,0.264300737,0.264925323,0.164995263,0.438825056,0.628191824,0.630646554,0.854690901,1.031999355,0.009923226,0.028808047,0.291565151,0.389112698,0.845486673,1.051015018,0.609653281,0.808510384,3.739324789,6.703945932,40,40,5.464717217,11.61020984,56.874298,60.04308244,0.264300737,0.264925323,-7.575213176,4.747127513,62.81918237,63.06465543,85.46909008,100,0.009923226,0.028808047,-6.879568201,-2.489928576,18.04690029,25,12.43439765,21.38296726
"V._parviflora",300,115,185,0,0.275080536,65144,0.116854355,0.213619266,0.438464216,0.645522951,0.370682729,0.530293464,0.368064358,0.415794142,0.136698125,0.214766579,0.48266797,0.572419028,0.661277719,0.857866924,1.16297069,1.382103665,0.024585113,0.035944403,0.582828954,0.762666957,0.772670035,0.824950469,0.621613079,0.622032276,-4.157282258,0.680963293,11.92321078,22.27614754,18.16346912,25.98439122,36.80643579,41.57941417,0.136698125,0.214766579,6.720058669,10.75885624,66.12777185,85.78669242,100,100,0.024585113,0.035944403,6.227302935,14.32001306,14.77015158,17.12277111,12.97258854,12.99145241
"V._pauciramosa",279,246,64,26,0.655929987,64172,0.226001217,0.22607249,0.550102893,0.632368762,0.196229459,0.196231644,0.18477158,0.352562694,0.14032352,0.310881229,0.304920796,0.435824015,0.941363607,0.960246714,2.222586156,2.477628334,0.001221085,0.043679858,0.331254584,0.331520318,0.431112857,0.44301659,0.761615373,0.81838359,1.300060843,1.303624492,17.50514464,21.61843809,9.615263164,9.615370258,18.47715797,35.2562694,0.14032352,0.310881229,-1.27856417,4.612080663,94.13636072,96.02467139,100,100,0.001221085,0.043679858,-5.093543724,-5.081585675,-0.59992144,-0.064253468,19.2726918,21.82726154
"V._pentasepala",52,57,3,0,0.310054113,32738,0.20316886,0.357995504,1.561581009,1.85276982,0.910384073,0.910384984,0.708695274,0.769103738,0.018442073,0.054734771,0.333747577,0.334745883,0.585281163,0.586713764,1.027364803,1.230031801,0.043037322,0.04367553,0.208486557,0.252627218,1.382768413,1.611114279,0.716739951,0.932594993,0.158442981,7.899775179,40,40,44.60882176,44.60886643,70.86952735,76.91037378,0.018442073,0.054734771,0.018640987,0.063564749,58.52811626,58.6713764,100,100,0.043037322,0.04367553,-10.61810495,-8.63177519,25,25,17.2532978,26.96677469
"V._perbella",17,20,0,0,0.493364366,10839,0.053462903,0.243055467,1.053533335,1.102280164,0.184918284,0.281458265,0.380292526,0.577826688,0.302487266,0.302487292,0.5269651,0.528197795,0.710017067,0.714587439,2.357610616,2.474762095,0.014628453,0.065581401,0.532812882,0.56520151,0.89402515,1.166963106,0.786483958,1.011993854,-7.326854842,2.152773337,40,40,9.061015887,13.79147259,38.02925259,57.78266883,0.302487266,0.302487292,8.713429505,8.768900779,71.00170675,71.45874394,100,100,0.014628453,0.065581401,3.976579689,5.434067947,20.23113173,25,20.39177812,30
"V._petriei",52,51,9,1,0.39750277,17914,0.062726399,0.068446557,0.550505849,0.55154229,0.034118045,0.134554425,0.554988163,0.840417395,0.190702739,0.191049864,0.041823714,0.160497246,0.991492972,0.998833254,2.215009724,2.456191981,0.027534936,0.076626772,0.031873338,0.043380028,0.298954067,0.433352702,0.575976161,0.734453731,-6.863680041,-6.577672145,17.52529244,17.57711451,1.671807876,6.593188037,55.49881632,84.04173953,0.190702739,0.191049864,-13.11793285,-7.77762392,99.14929717,99.88332542,100,100,0.027534936,0.076626772,-18.56569981,-18.04789874,-6.547066996,-0.499128422,10.91892727,18.05041788
"V._phormiiphila",34,39,1,1,0.706648443,14146,0.12905664,0.191140084,1.098814043,1.113300374,0.201639112,0.207783673,0.980217197,0.996577058,0.153502163,0.174573612,0.470223897,0.470564867,0.980039466,1.033079033,1.129448556,1.431072728,0.01046104,0.088369865,0.061345682,0.215394171,0.94213659,1.077219005,0.71394024,0.715387725,-3.547168005,-0.442995788,40,40,9.880336071,10.18141939,98.02171974,99.65770579,0.153502163,0.174573612,6.160075381,6.175419016,98.00394659,100,100,100,0.01046104,0.088369865,-17.23944431,-10.3072623,22.39614655,25,17.12731082,17.19244765
"V._pimeleoides",182,182,48,47,0.632071088,49789,0.060303099,0.329406605,0.989683203,1.253373437,0.200824445,0.27336889,0.345983544,0.354469258,0.064371821,0.305414794,0.452721043,0.509749357,0.027282912,0.190528038,0.897898616,1.032451451,0.00348755,0.058495393,0.002067781,0.133646339,0.419101868,0.454387933,0.900218257,1.017056837,-6.984845058,6.47033025,39.48416014,40,9.840417397,13.3950934,34.59835443,35.44692582,0.064371821,0.305414794,5.372446945,7.93872105,2.728291164,19.05280383,89.78986162,100,0.00348755,0.058495393,-19.90694984,-13.98591475,-1.140415922,0.447456983,25.50982156,30
"V._pinguifolia",447,387,103,36,0.639857418,55566,0.065038373,0.184358001,0.791791506,1.03884499,0.236232447,0.237085278,0.860899581,0.86791308,0.118736804,0.327641125,0.122674937,0.216018218,0.928553366,0.932459801,2.579214269,2.714578485,0.038251518,0.051542167,0.000253992,0.258896414,0.392756939,0.45027135,0.821699411,1.04173496,-6.748081343,-0.78209996,29.58957531,40,11.5754086,11.6171973,86.08995808,86.79130805,0.118736804,0.327641125,-9.479627823,-5.279180176,92.85533656,93.24598012,100,100,0.038251518,0.051542167,-19.98857035,-8.349661348,-2.325937746,0.262210741,21.9764735,30
"V._planopetiolata",39,33,7,0,0.293885635,33266,0.123840742,0.125202942,0.708780134,0.933604969,0.230893671,0.231606153,0.118606246,0.247553822,0.281633229,0.281668396,0.170749775,0.187242878,0.916319696,0.999985404,1.475756939,1.704054697,0.046559412,0.046961749,0.055590073,0.111948513,0.355453051,0.470999722,0.680639919,0.8005698,-3.807962901,-3.739852895,25.43900668,36.68024844,11.31380874,11.34872032,11.86062459,24.75538218,0.281633229,0.281668396,-7.316260107,-6.5740705,91.63196959,99.99854042,100,100,0.046559412,0.046961749,-17.4984467,-14.96231692,-4.004612721,1.19498747,15.62879637,21.02564098
"V._poppelwellii",63,64,6,1,0.675816803,23085,0.125682449,0.140445353,0.485791715,0.548114721,0.018212929,0.198430019,0.2373187,0.431713498,0.245375421,0.245604905,0.284453527,0.287288684,0.688684154,0.73692015,1.268859865,1.378780832,0.014401087,0.06173572,0.006421962,0.260583235,0.401885916,0.402262325,0.469481953,0.588805508,-3.715877567,-2.977732361,14.28958573,17.40573605,0.892457586,9.723090562,23.73187,43.17134977,0.245375421,0.245604905,-2.199591269,-2.072009198,68.86841537,73.692015,100,100,0.014401087,0.06173572,-19.7110117,-8.273754439,-1.915133793,-1.898195391,6.126687906,11.49624788
"V._propinqua",115,102,18,4,0.497685419,48681,0.075189669,0.299741898,1.832098513,1.934079464,0.140022176,0.199580296,0.595117684,0.776041872,0.231581745,0.29299471,0.251130885,0.257967729,0.53831274,0.729993198,0.939338904,1.074120041,0.017941927,0.055648352,0.096172261,0.396392425,0.398767021,0.469814631,0.664532748,0.668237091,-6.240516549,4.987094907,40,40,6.861107685,9.779454113,59.51176841,77.60418723,0.231581745,0.29299471,-3.699110171,-3.391452192,53.83127397,72.99931976,93.93389035,100,0.017941927,0.055648352,-15.67224824,-2.162340893,-2.055484066,1.141658417,14.90397365,15.07066911
"V._pubescens",40,40,0,0,0.670649205,10195,0.134954573,0.206842654,1.432315511,1.623099653,0.11140451,0.287104207,0.681664566,0.776174418,0.234710833,0.235642144,0.55946873,0.559507954,0.966900003,0.967015625,2.808967404,2.965922996,0.065065438,0.066977854,0.309716206,0.410211351,0.981973523,1.204606956,0.773489006,0.781848766,-3.252271362,0.342132698,40,40,5.458842776,14.06812362,68.16645656,77.61744176,0.234710833,0.235642144,10.17609284,10.17785791,96.69000031,96.70156245,100,100,0.065065438,0.066977854,-6.062770744,-1.540489184,24.18880855,25,19.80700525,20.18319447
"V._quadrifaria",122,100,30,0,0.434185593,65006,0.04172794,0.258985525,0.340991026,0.373804347,0.233359892,0.233793384,0.217495098,0.302246234,0.014084182,0.01754273,0.294001299,0.301963132,0.765424456,0.975931845,2.258722645,2.524018248,0.000813127,0.103568029,0.351585965,0.353325475,0.632738551,0.668656751,0.638869705,0.846661428,-7.913603016,2.949276275,7.04955131,8.69021737,11.43465348,11.45589457,21.74950978,30.22462338,0.014084182,0.01754273,-1.769941546,-1.411659062,76.54244559,97.59318449,100,100,0.000813127,0.103568029,-4.178631594,-4.100353644,8.473234773,10.08955377,13.74913671,23.09976427
"V._rakaiensis",178,146,54,21,0.536312005,80145,0.273145667,0.554727358,2.205042142,2.40378809,0.323575654,0.440038163,0.566650565,0.671510174,0.024675953,0.352087424,0.142367563,0.204302816,0.570061246,0.570146619,0.913047559,1.050619369,0.042340994,0.055541695,0.109814766,0.36358355,0.371415769,0.489506314,0.616385578,0.617752684,3.65728336,17.7363679,40,40,15.8552236,21.56188369,56.66505653,67.15101737,0.024675953,0.352087424,-8.593459668,-5.806373296,57.0061246,57.01466187,91.30475594,100,0.042340994,0.055541695,-15.05833553,-3.638740235,-3.286290373,2.027784144,12.73735101,12.79887078
"V._rivalis",51,58,2,1,0.77269635,8003,0.187015978,0.362638722,0.926328415,1.142657483,0.440667812,0.440945594,0.789996575,0.891117172,0.187183141,0.517179381,0.586666803,0.594779382,0.284436927,0.459317187,2.21448043,2.306772181,0.018695182,0.069957386,0.560513503,0.564402342,0.787030292,0.789255256,0.726667175,0.774026032,-0.649201102,8.131936081,36.31642073,40,21.59273648,21.60634778,78.9996575,89.11171719,0.187183141,0.517179381,11.40000613,11.7650722,28.44369274,45.93171867,100,100,0.018695182,0.069957386,5.223107646,5.398105407,15.41636315,15.51648653,17.70002288,19.83117143
"V._rupicola",66,70,0,3,0.621572185,7890,0.263409917,0.315242775,1.130200514,1.3170704,0.910418682,0.910421965,0.670094364,0.798155641,0.073927759,0.073948719,0.304379543,0.304430098,0.56029837,0.564029569,2.171714485,2.38605139,0.0005966,0.052000064,0.080464715,0.294664464,0.935951405,1.025440009,0.774531267,0.955084223,3.170495831,5.762138771,40,40,44.61051763,44.61067848,67.00943639,79.8155641,0.073927759,0.073948719,-1.302920558,-1.300645595,56.02983702,56.40295692,100,100,0.0005966,0.052000064,-16.37908781,-6.740099141,22.11781322,25,19.85390702,27.97879002
"V._salicifolia",1949,1737,663,442,0.61593252,83919,0.14904922,0.299376816,0.47561613,0.603855217,0.346979399,0.35250773,0.766234298,0.898796204,0.155303861,0.341598111,0.419313244,0.596962173,0.380843992,0.611866224,2.423037422,2.572836045,0.008884724,0.047058181,0.392337696,0.45393646,0.458395873,0.533659158,0.63825826,0.849437336,-2.547539014,4.968840816,13.78080649,20.19276086,17.00200657,17.27289462,76.62342979,89.87962037,0.155303861,0.341598111,3.869095963,11.86329776,38.08439917,61.18662243,100,100,0.008884724,0.047058181,-2.34480369,0.427140707,0.627814305,4.0146621,13.72162171,23.2246801
"V._salicornioides",22,28,2,0,0.313055435,27631,0.185727569,0.21824007,1.006538743,1.179636712,0.910393076,0.910393101,0.727870282,0.845741186,0.065795053,0.070008364,0.287590703,0.292457771,0.585531782,0.643500569,2.012354303,2.240065444,0.001859512,0.040576162,0.073373095,0.322310643,0.765784084,0.947472781,0.692245841,0.919860774,-0.713621555,0.912003524,40,40,44.60926292,44.60926413,72.78702824,84.57411864,0.065795053,0.070008364,-2.05841836,-1.83940029,58.55317816,64.35005691,100,100,0.001859512,0.040576162,-16.69821071,-5.496021068,14.46028376,22.63627515,16.15106283,26.39373484
"V._scopulorum",36,40,0,0,0.483965753,9259,0.25913167,0.385483778,1.116088862,1.443658377,0.159554617,0.210800261,0.168993892,0.372593113,0.245383338,0.246093297,0.182395894,0.461417149,0.849942575,0.980080507,2.326172455,2.403153517,0.096873284,0.097192551,0.253766435,0.336420164,0.836670573,0.990453399,0.744838334,0.7520914,2.956583515,9.27418891,40,40,7.818196838,10.32923212,16.89938919,37.25931134,0.245383338,0.246093297,-6.792184782,5.763771708,84.99425752,98.00805071,100,100,0.096873284,0.097192551,-8.58051042,-4.8610926,17.6501758,24.57040294,18.51772505,18.84411302
"V._senex",20,20,0,0,0.480571403,6915,0.06088859,0.181761905,0.763577292,0.942897482,0.062074275,0.160801977,0.405630073,0.456249757,0.302395077,0.303053595,0.481781672,0.488574216,0.974989991,0.987414827,2.960928632,3.092206921,0.020024633,0.021680648,0.486138049,0.49506029,0.759136748,0.907395995,0.836702545,1.034800158,-6.955570497,-0.911904763,28.17886458,37.14487408,3.041662472,7.879317442,40.56300726,45.62497568,0.302395077,0.303053595,6.68017525,6.985839699,97.49899913,98.74148274,100,100,0.020024633,0.021680648,1.876212193,2.277713062,14.16115368,20.83281976,22.65161453,30
